,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Position_general
4208,Medhi Benatia,Centre-Back,30,Bayern Munich ,German Bundesliga,Juventus,Italy Serie A,18,15.0,17.0,3
4209,Matthias Ginter,Centre-Back,23,Bor. Dortmund,German Bundesliga,Bor. M'gladbach,German Bundesliga,18,15.0,17.0,3
4210,John Anthony Brooks,Centre-Back,24,Hertha BSC,German Bundesliga,VfL Wolfsburg,German Bundesliga,18,14.0,17.0,3
4211,Jürgen Locadia,Centre-Forward,24,PSV Eindhoven,Eredivisie League(Nederland),Brighton,Premier League,18,8.5,17.0,1
4212,Mario Lemina,Defensive Midfield,23,Juventus,Italy Serie A,Southampton,Premier League,18,7.5,17.0,2
4213,Jhon Córdoba,Centre-Forward,24,1.FSV Mainz 05,German Bundesliga,1. FC Köln,German Bundesliga,18,7.0,17.0,1
4214,Ismaïla Sarr,Left Winger,19,FC Metz,French Ligue 1,Stade Rennais,French Ligue 1,18,2.5,17.0,1
4215,Ross Barkley,Attacking Midfield,24,Everton,Premier League,Chelsea,Premier League,18,25.0,16.9,2
4216,Dani Ceballos,Central Midfield,20,Real Betis,LaLiga,Real Madrid,LaLiga,18,10.0,16.5,2
4217,Wesley Hoedt,Centre-Back,23,Lazio,Italy Serie A,Southampton,Premier League,18,7.5,16.4,3
4218,Chris Wood,Centre-Forward,25,Leeds,English League Championship,Burnley,Premier League,18,6.0,16.4,1
4219,Sam Clucas,Left Midfield,26,Hull City,English League Championship,Swansea,Premier League,18,2.5,16.3,2
4220,Simone Zaza,Centre-Forward,26,Juventus,Italy Serie A,Valencia CF,LaLiga,18,15.0,16.0,1
4221,Yuri Berchiche,Left-Back,27,Real Sociedad,LaLiga,Paris SG,French Ligue 1,18,10.0,16.0,3
4222,Emanuel Mammana,Centre-Back,21,Olympique Lyon,French Ligue 1,Zenit S-Pb,Premier League,18,7.0,16.0,3
4223,Badou Ndiaye,Central Midfield,27,Galatasaray,Turkish Super Lig,Stoke City,Premier League,18,7.0,16.0,2
4224,Jean-Kévin Augustin,Centre-Forward,20,Paris SG,French Ligue 1,RB Leipzig,German Bundesliga,18,3.0,16.0,1
4225,Oliver Burke,Right Winger,20,RB Leipzig,German Bundesliga,West Brom,Premier League,18,7.0,15.2,1
4226,Fernando Llorente,Centre-Forward,32,Swansea,Premier League,Spurs,Premier League,18,6.0,15.1,1
4227,Ricardo Rodríguez,Left-Back,24,VfL Wolfsburg,German Bundesliga,AC Milan,Italy Serie A,18,17.0,15.0,3
4228,José Izquierdo,Left Winger,25,Club Brugge,Jupiler Pro League(Belgium),Brighton,Premier League,18,14.0,15.0,1
4229,Konstantinos Mitroglou,Centre-Forward,29,Benfica,LaLiga,Marseille,French Ligue 1,18,12.0,15.0,1
4230,Terence Kongolo,Centre-Back,23,Feyenoord,Eredivisie League(Nederland),Monaco,French Ligue 1,18,10.0,15.0,3
4231,Giovanni Simeone,Centre-Forward,22,Genoa,Italy Serie A,Fiorentina,Italy Serie A,18,10.0,15.0,1
4232,Vicente Iborra,Defensive Midfield,29,Sevilla FC,LaLiga,Leicester,Premier League,18,9.0,15.0,2
4233,Sebastián Driussi,Centre-Forward,21,River Plate,LaLiga,Zenit S-Pb,Premier League,18,8.0,15.0,1
4234,Gianluca Caprari,Second Striker,23,Inter,Italy Serie A,Sampdoria,Italy Serie A,18,6.0,15.0,1
4235,Francis Coquelin,Defensive Midfield,26,Arsenal,Premier League,Valencia CF,LaLiga,18,12.0,14.0,2
4236,Enes Ünal,Centre-Forward,20,Man City,Premier League,Villarreal CF,LaLiga,18,10.0,14.0,1
4237,Rúben Semedo,Centre-Back,23,Sporting CP,LaLiga,Villarreal CF,LaLiga,18,9.0,14.0,3
4238,Rick Karsdorp,Right-Back,22,Feyenoord,Eredivisie League(Nederland),AS Roma,Italy Serie A,18,9.0,14.0,3
4239,Thiago Maia,Central Midfield,20,Santos FC,Italy Serie A,LOSC Lille,French Ligue 1,18,3.0,14.0,2
4240,Jay Rodríguez,Centre-Forward,27,Southampton,Premier League,West Brom,Premier League,18,10.0,13.7,1
4241,Harry Maguire,Centre-Back,24,Hull City,English League Championship,Leicester,Premier League,18,8.0,13.7,3
4242,Marten de Roon,Central Midfield,26,Middlesbrough,English League Championship,Atalanta,Italy Serie A,18,10.0,13.5,2
4243,Cengiz Ünder,Right Winger,20,Basaksehir,Turkish Super Lig,AS Roma,Italy Serie A,18,5.0,13.4,1
4244,Wilfried Bony,Centre-Forward,28,Man City,Premier League,Swansea,Premier League,18,18.0,13.0,1
4245,Bruma,Left Winger,22,Galatasaray,Turkish Super Lig,RB Leipzig,German Bundesliga,18,11.0,13.0,1
4246,Marko Rog,Central Midfield,21,Dinamo Zagreb,Croatian First Football League,SSC Napoli,Italy Serie A,18,10.0,13.0,2
4247,Davy Pröpper,Central Midfield,25,PSV Eindhoven,Eredivisie League(Nederland),Brighton,Premier League,18,10.0,13.0,2
4248,Sandro Wagner,Centre-Forward,30,TSG Hoffenheim,German Bundesliga,Bayern Munich ,German Bundesliga,18,9.0,13.0,1
4249,Steve Mounié,Centre-Forward,22,Montpellier,French Ligue 1,Huddersfield,Premier League,18,5.5,13.0,1
4250,Emre Mor,Left Winger,20,Bor. Dortmund,German Bundesliga,Celta de Vigo,LaLiga,18,5.0,13.0,1
4251,Roque Mesa,Central Midfield,28,UD Las Palmas,LaLiga,Swansea,Premier League,18,6.25,12.5,2
4252,Bruno Peres,Right-Back,27,Torino,Italy Serie A,AS Roma,Italy Serie A,18,11.0,12.5,3
4253,Simon Kjær,Centre-Back,28,Fenerbahce,Turkish Super Lig,Sevilla FC,LaLiga,18,11.0,12.5,3
4254,Yevhen Konoplyanka,Left Winger,27,Sevilla FC,LaLiga,FC Schalke 04,German Bundesliga,18,10.0,12.5,1
4255,Sven Bender,Centre-Back,28,Bor. Dortmund,German Bundesliga,Bay. Leverkusen,German Bundesliga,18,7.0,12.5,3
4256,Richarlison,Left Winger,20,Fluminense,Italy Serie A,Watford,Premier League,18,2.0,12.4,1
4257,Alex Pritchard,Attacking Midfield,24,Norwich,English League Championship,Huddersfield,Premier League,18,5.0,12.35,2
4258,Ezequiel Barco,Attacking Midfield,18,Independiente,LaLiga,Atlanta United,MLS,18,6.5,12.28,2
4259,Wojciech Szczesny,Goalkeeper,27,Arsenal,Premier League,Juventus,Italy Serie A,18,17.0,12.2,4
4260,Ömer Toprak,Centre-Back,27,Bay. Leverkusen,German Bundesliga,Bor. Dortmund,German Bundesliga,18,16.0,12.0,3
4261,Mahmoud Dahoud,Central Midfield,21,Bor. M'gladbach,German Bundesliga,Bor. Dortmund,German Bundesliga,18,15.0,12.0,2
4262,Gerard Deulofeu,Right Winger,23,Everton,Premier League,FC Barcelona,LaLiga,18,12.0,12.0,1
4263,Pablo Fornals,Attacking Midfield,21,Málaga CF,LaLiga,Villarreal CF,LaLiga,18,10.0,12.0,2
4264,Mattia De Sciglio,Right-Back,24,AC Milan,Italy Serie A,Juventus,Italy Serie A,18,8.5,12.0,3
4265,Adrián Ramos,Centre-Forward,31,Bor. Dortmund,German Bundesliga,CQ Dangdai Lif.,Super League Greece,18,5.0,12.0,1
4266,Denis Zakaria,Defensive Midfield,20,BSC Young Boys,Super League Greece,Bor. M'gladbach,German Bundesliga,18,4.0,12.0,2
4267,Pedro Rocha,Left Winger,22,Grêmio,Italy Serie A,Spartak Moscow,Premier League,18,1.5,12.0,1
4268,Yerry Mina,Centre-Back,23,Palmeiras,Italy Serie A,FC Barcelona,LaLiga,18,5.9,11.8,3
4269,Jordan Rhodes,Centre-Forward,27,Middlesbrough,English League Championship,Sheff Wed,English League Championship,18,10.0,11.7,1
4270,Asmir Begovic,Goalkeeper,30,Chelsea,Premier League,Bournemouth,Premier League,18,8.0,11.5,4
4271,Lucas Pratto,Centre-Forward,29,São Paulo,Italy Serie A,River Plate,LaLiga,18,4.5,11.5,1
4272,Martin Braithwaite,Centre-Forward,26,Toulouse,French Ligue 1,Middlesbrough,English League Championship,18,7.5,11.3,1
4273,Jacob Murphy,Right Winger,22,Norwich,English League Championship,Newcastle,Premier League,18,1.0,11.3,1
4274,Florian Thauvin,Right Winger,24,Newcastle,Premier League,Marseille,French Ligue 1,18,18.0,11.0,1
4275,Gabriel Paulista,Centre-Back,26,Arsenal,Premier League,Valencia CF,LaLiga,18,13.0,11.0,3
4276,Martin Terrier,Left Winger,20,LOSC Lille,French Ligue 1,Olympique Lyon,French Ligue 1,18,12.0,11.0,1
4277,Guilherme Arana,Left-Back,20,Corinthians,Italy Serie A,Sevilla FC,LaLiga,18,10.0,11.0,3
4278,Stevan Jovetic,Centre-Forward,27,Inter,Italy Serie A,Monaco,French Ligue 1,18,10.0,11.0,1
4279,Jonathan Viera,Attacking Midfield,28,UD Las Palmas,LaLiga,BJ Sinobo Guoan,Super League Greece,18,8.0,11.0,2
4280,Jô,Centre-Forward,30,Corinthians,Italy Serie A,Nagoya Grampus,Japanese League,18,4.0,11.0,1
4281,Nikola Vlasic,Attacking Midfield,19,Hajduk Split,Croatian First Football League,Everton,Premier League,18,4.0,10.8,2
4282,Marc Bartra,Centre-Back,27,Bor. Dortmund,German Bundesliga,Real Betis,LaLiga,18,15.0,10.5,3
4283,Rodrigo Bentancur,Central Midfield,20,Boca Juniors,LaLiga,Juventus,Italy Serie A,18,6.0,10.5,2
4284,Luiz Araújo,Right Winger,21,São Paulo,Italy Serie A,LOSC Lille,French Ligue 1,18,0.5,10.5,1
4285,Jordan Hugill,Centre-Forward,25,Preston NE,English League Championship,West Ham,Premier League,18,3.0,10.2,1
4286,Luiz Gustavo,Defensive Midfield,29,VfL Wolfsburg,German Bundesliga,Marseille,French Ligue 1,18,12.0,10.0,2
4287,Lorenzo Pellegrini,Central Midfield,21,Sassuolo,Italy Serie A,AS Roma,Italy Serie A,18,12.0,10.0,2
4288,Ignacio Camacho,Defensive Midfield,27,Málaga CF,LaLiga,VfL Wolfsburg,German Bundesliga,18,10.0,10.0,2
4289,Marco Benassi,Central Midfield,22,Torino,Italy Serie A,Fiorentina,Italy Serie A,18,9.5,10.0,2
4290,Diafra Sakho,Centre-Forward,28,West Ham,Premier League,Stade Rennais,French Ligue 1,18,8.0,10.0,1
4291,Bertrand Traoré,Right Winger,21,Chelsea,Premier League,Olympique Lyon,French Ligue 1,18,8.0,10.0,1
4292,Landry Dimata,Centre-Forward,19,KV Oostende,Jupiler Pro League(Belgium),VfL Wolfsburg,German Bundesliga,18,6.5,10.0,1
4293,Florian Lejeune,Centre-Back,26,SD Eibar,LaLiga,Newcastle,Premier League,18,5.0,10.0,3
4294,Roberto Inglese,Centre-Forward,25,Chievo Verona,Italy Serie A,SSC Napoli,Italy Serie A,18,4.5,10.0,1
4295,Adam Ounas,Left Winger,20,G. Bordeaux,French Ligue 1,SSC Napoli,Italy Serie A,18,4.0,10.0,1
4296,Loïs Diony,Centre-Forward,24,Dijon,French Ligue 1,Saint-Étienne,French Ligue 1,18,3.0,10.0,1
4297,Nicolas Pépé,Right Winger,22,SCO Angers,French Ligue 1,LOSC Lille,French Ligue 1,18,3.0,10.0,1
4298,Allan Saint-Maximin,Right Winger,20,Monaco,French Ligue 1,OGC Nice,French Ligue 1,18,3.0,10.0,1
4299,Adama Diakhaby,Centre-Forward,21,Stade Rennais,French Ligue 1,Monaco,French Ligue 1,18,1.5,10.0,1
4300,Pape Cheikh,Central Midfield,20,Celta de Vigo,LaLiga,Olympique Lyon,French Ligue 1,18,0.8,10.0,2
4301,Bruno Fernandes,Attacking Midfield,22,Sampdoria,Italy Serie A,Sporting CP,LaLiga,18,7.5,9.69,2
4302,Marcos Acuña,Left Midfield,25,Racing Club,LaLiga,Sporting CP,LaLiga,18,7.0,9.59,2
4303,Tom Cleverley,Central Midfield,27,Everton,Premier League,Watford,Premier League,18,8.0,9.3,2
4304,Rui Fonte,Centre-Forward,27,Braga,LaLiga,Fulham,English League Championship,18,3.0,9.13,1
4305,Will Hughes,Central Midfield,22,Derby,English League Championship,Watford,Premier League,18,8.0,9.1,2
4306,Tom Ince,Right Winger,25,Derby,English League Championship,Huddersfield,Premier League,18,7.0,9.1,1
4307,Aaron Mooy,Central Midfield,26,Man City,Premier League,Huddersfield,Premier League,18,5.0,9.1,2
4308,Jack Cork,Defensive Midfield,28,Swansea,Premier League,Burnley,Premier League,18,5.0,9.1,2
4309,Jonathas,Centre-Forward,28,Rubin Kazan,Premier League,Hannover 96,German Bundesliga,18,7.0,9.0,1
4310,Emiliano Rigoni,Right Winger,24,Independiente,LaLiga,Zenit S-Pb,Premier League,18,7.0,9.0,1
4311,Andrew Robertson,Left-Back,23,Hull City,English League Championship,Liverpool,Premier League,18,7.0,9.0,3
4312,Gastón Ramírez,Attacking Midfield,26,Middlesbrough,English League Championship,Sampdoria,Italy Serie A,18,6.0,9.0,2
4313,Jairo Riedewald,Centre-Back,20,AFC Ajax,Eredivisie League(Nederland),Crystal Palace,Premier League,18,5.0,9.0,3
4314,Thiago Mendes,Defensive Midfield,25,São Paulo,Italy Serie A,LOSC Lille,French Ligue 1,18,3.5,9.0,2
4315,Kévin Malcuit,Right-Back,25,Saint-Étienne,French Ligue 1,LOSC Lille,French Ligue 1,18,3.0,9.0,3
4316,Younès Belhanda,Attacking Midfield,27,Dynamo Kyiv,Premier League,Galatasaray,Turkish Super Lig,18,9.0,8.75,2
4317,Guido Pizarro,Defensive Midfield,27,Tigres UANL,Mexican League,Sevilla FC,LaLiga,18,4.0,8.7,2
4318,Adnan Januzaj,Right Winger,22,Man Utd,Premier League,Real Sociedad,LaLiga,18,7.0,8.5,1
4319,Serge Gnabry,Left Winger,21,Werder Bremen,German Bundesliga,Bayern Munich ,German Bundesliga,18,15.0,8.0,1
4320,Valère Germain,Centre-Forward,27,Monaco,French Ligue 1,Marseille,French Ligue 1,18,10.0,8.0,1
4321,Juan Jesus,Centre-Back,26,Inter,Italy Serie A,AS Roma,Italy Serie A,18,7.5,8.0,3
4322,Soualiho Meïté,Defensive Midfield,23,Zulte Waregem,Jupiler Pro League(Belgium),Monaco,French Ligue 1,18,7.0,8.0,2
4323,Sofiane Hanni,Attacking Midfield,27,RSC Anderlecht,Jupiler Pro League(Belgium),Spartak Moscow,Premier League,18,7.0,8.0,2
4324,Henry Onyekuru,Left Winger,20,KAS Eupen,Jupiler Pro League(Belgium),Everton,Premier League,18,7.0,8.0,1
4325,Hirving Lozano,Left Winger,21,CF Pachuca,Mexican League,PSV Eindhoven,Eredivisie League(Nederland),18,6.5,8.0,1
4326,Matías Kranevitter,Defensive Midfield,24,Atlético Madrid,LaLiga,Zenit S-Pb,Premier League,18,6.0,8.0,2
4327,Davie Selke,Centre-Forward,22,RB Leipzig,German Bundesliga,Hertha BSC,German Bundesliga,18,6.0,8.0,1
4328,Nicolas de Préville,Centre-Forward,26,LOSC Lille,French Ligue 1,G. Bordeaux,French Ligue 1,18,5.5,8.0,1
4329,Havard Nordtveit,Centre-Back,27,West Ham,Premier League,TSG Hoffenheim,German Bundesliga,18,5.0,8.0,3
4330,Mariano Díaz,Centre-Forward,23,Real Madrid,LaLiga,Olympique Lyon,French Ligue 1,18,5.0,8.0,1
4331,Vitor Hugo,Centre-Back,26,Palmeiras,Italy Serie A,Fiorentina,Italy Serie A,18,4.5,8.0,3
4332,Miha Mevlja,Centre-Back,27,Rostov,Premier League,Zenit S-Pb,Premier League,18,4.0,8.0,3
4333,Admir Mehmedi,Second Striker,26,Bay. Leverkusen,German Bundesliga,VfL Wolfsburg,German Bundesliga,18,3.5,8.0,1
4334,Wanderson,Left Winger,22,RB Salzburg,German Bundesliga,Krasnodar,Premier League,18,2.75,8.0,1
4335,Sone Aluko,Second Striker,28,Fulham,English League Championship,Reading,English League Championship,18,2.5,8.0,1
4336,Amine Harit,Attacking Midfield,20,FC Nantes,French Ligue 1,FC Schalke 04,German Bundesliga,18,2.0,8.0,2
4337,Alessandro Bastoni,Centre-Back,18,Atalanta,Italy Serie A,Inter,Italy Serie A,18,1.5,8.0,3
4338,Rafik Guitane,Attacking Midfield,18,AC Le Havre,Ligue 2,Stade Rennais,French Ligue 1,18,0.15,8.0,2
4340,Bruno Martins Indi,Centre-Back,25,FC Porto,LaLiga,Stoke City,Premier League,18,11.0,7.7,3
4341,Filippo Romagna,Centre-Back,20,Juventus,Italy Serie A,Cagliari Calcio,Italy Serie A,18,1.0,7.6,3
4343,Kieran Gibbs,Left-Back,27,Arsenal,Premier League,West Brom,Premier League,18,10.0,7.5,3
4344,Maicon,Centre-Back,28,São Paulo,Italy Serie A,Galatasaray,Turkish Super Lig,18,8.0,7.5,3
4345,Wendel,Central Midfield,20,Fluminense,Italy Serie A,Sporting CP,LaLiga,18,7.5,7.5,2
4346,Christian Atsu,Left Winger,25,Chelsea,Premier League,Newcastle,Premier League,18,5.0,7.5,1
4347,Badou Ndiaye,Central Midfield,26,Osmanlispor,Turkish Super Lig,Galatasaray,Turkish Super Lig,18,5.0,7.5,2
4348,Maximilian Wöber,Centre-Back,19,Rapid Vienna,German Bundesliga,AFC Ajax,Eredivisie League(Nederland),18,0.7,7.5,3
4349,Ashley Fletcher,Centre-Forward,21,West Ham,Premier League,Middlesbrough,English League Championship,18,1.0,7.3,1
4350,Santiago Ascacíbar,Defensive Midfield,20,Estudiantes,LaLiga,VfB Stuttgart,German Bundesliga,18,7.5,7.2,2
4351,Yuning Zhang,Centre-Forward,20,Vitesse,Eredivisie League(Nederland),West Brom,Premier League,18,0.7,7.2,1
4352,Avilés Hurtado,Left Winger,30,Club Tijuana,Mexican League,Monterrey,Mexican League,18,2.5,7.13,1
4353,Björn Engels,Centre-Back,22,Club Brugge,Jupiler Pro League(Belgium),Olympiacos,Super League Greece,18,8.0,7.1,3
4354,Éver Banega,Central Midfield,29,Inter,Italy Serie A,Sevilla FC,LaLiga,18,16.0,7.0,2
4355,Nolito,Left Winger,30,Man City,Premier League,Sevilla FC,LaLiga,18,12.0,7.0,1
